Ob,X500.Level,ADJOE,ADJDE,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,X2P_O,X2P_D,X3P_O,X3P_D,WAB,YEAR,NCAA,Power.Rating,Adjusted.Tempo,W.P
664,NO,89.8,113.2,41.9,54.1,18.5,17.5,28.4,31.7,33.7,32,40.1,51.4,31,39.1,-20.2,2019,NO,SMALL,70.6,0.152245763
665,YES,117.5,89.8,53,46.6,18.6,17.9,36.8,25.5,41.9,26.8,52.9,43.6,35.4,34.3,8.8,2019,YES,LARGE,66.9,0.79211015
666,YES,106.2,101.2,53.3,48.7,19.1,16.8,24.3,26,32.6,29.4,53.2,50.8,35.7,30,-2.9,2019,NO,LARGE,70.6,0.533812945
667,YES,103.8,99.9,51,50.6,19.2,24.6,31,32.5,37,46,46.7,51.1,38.1,33.2,-5.9,2013,NO,LARGE,64.8,0.672997373
668,NO,100.7,112.7,47.9,52.6,19.2,16.8,34.1,30.2,33,38.2,47.4,50.5,32.6,38,-15.5,2017,NO,SMALL,74.3,0.13364795
669,NO,92.1,102.8,45.7,47.5,20.9,22.3,30.1,30.1,34.1,46,45.3,45.4,30.9,34.5,-14,2020,NO,SMALL,65.6,0.298069745
670,YES,114.5,88.4,49.4,45.2,17.8,22.7,35.8,29.8,30.8,30.8,47.5,44.4,35.1,31.1,8.5,2020,YES,LARGE,66.2,0.703140968
671,NO,98.9,108.4,48,52.6,20.7,16.5,27.6,28.4,35.2,28.5,48,51.7,32.1,36,-17.4,2018,NO,SMALL,68.9,0.168268383
672,YES,107.5,113.2,55.1,51.8,18.5,15.9,32.3,29,39.5,43,55.9,49.2,35.6,37.6,-9.5,2014,NO,MEDIUM,70.6,0.37803286
673,NO,98,112.1,48.4,51.1,20.2,18,33.4,32.4,38.7,39.4,49.2,49.6,31.1,35.9,-13.8,2016,NO,SMALL,72.2,0.326720991
674,NO,98,112.6,46.7,52.3,17.6,18.4,32.4,33,35.7,44.2,45.5,52.8,32.7,34.2,-21.2,2014,NO,SMALL,68,0.100311074
675,NO,98.4,105.5,50.1,52.2,20.5,22.6,23.5,32.5,39.8,46.8,47.6,52.9,36.1,33.7,-12.6,2016,NO,MEDIUM,68.8,0.29714122
676,NO,107.2,115.6,54.3,55.2,18.1,17.2,26.2,29.3,37.7,34.5,50.7,54.1,39.3,37.9,-12.3,2018,NO,SMALL,70.2,0.478076948
677,NO,102.7,107.1,46.3,49.1,18.5,16.4,31.6,31.4,36.4,40.8,43.8,47.7,33.3,34.8,-13.3,2014,NO,MEDIUM,66.1,0.201527584
678,NO,99.2,104.2,48.8,51,20,20.8,30.4,32.7,38.2,45,48.3,49.6,33,35.6,-10.4,2016,NO,MEDIUM,70,0.381619875
679,YES,101.4,107.2,46.6,51.3,19,20.1,37.9,29.6,29.2,52.5,46.7,49.5,31,36,-8.8,2019,NO,MEDIUM,66.5,0.457089416
680,NO,109.1,107,49.2,50,15.5,15.9,31.1,31.7,38.1,40.5,48.5,49.9,33.8,33.5,-7.5,2014,NO,MEDIUM,65.5,0.381279045
681,YES,100.2,111.3,47.9,50.9,18.4,19.7,32.2,31.1,41.4,38,49.5,48.8,29.7,37,-12.5,2016,NO,SMALL,73,0.464807636
682,YES,110.4,91.2,51.5,47.6,17.4,20.3,31.7,26.2,32.7,29.3,51.9,46.9,33.9,32.6,4.6,2021,YES,LARGE,73.1,0.668105607
683,YES,117.6,98.6,58.4,46.2,15.4,15.5,29.8,26.7,29,24.1,56.4,44.8,41,32.7,2,2016,YES,LARGE,62.5,0.759627586
684,NO,101.9,105.3,51,52.7,19.3,20.1,28.8,32.3,35.7,34.7,51.2,53.4,33.8,34.6,-12.2,2019,NO,MEDIUM,68.3,0.370022317
685,NO,86.8,102.5,45.1,49.5,21.9,22.2,25.8,30.8,39.8,41,44.2,48.6,31.1,34.2,-11.2,2016,NO,SMALL,67.1,0.370443782
686,YES,99.8,100,50.4,49.5,19.2,21.6,31.4,29,41.5,42.7,50,45.4,34.1,36.8,-6,2016,NO,MEDIUM,68.8,0.513627382
687,YES,109.1,90.5,46.4,44,18.6,19.7,36.6,30.8,40.8,31.2,47.1,43.7,29.9,29.7,0.1,2013,YES,LARGE,67.7,0.550065262
688,YES,113.8,97.5,53.9,47.8,18.7,15.3,29.5,27.8,43.6,30.6,52.3,46,37.9,34.2,2.1,2014,YES,LARGE,65.9,0.644430606
689,YES,106.9,108.2,52.9,53.8,15.7,19.9,25.6,26.6,31.6,29.7,51.3,53.4,36.6,36.4,-8.2,2018,NO,MEDIUM,73.8,0.60965254
690,NO,95.9,112.3,49.5,52.3,18.5,16.7,20.9,31.7,24.3,25.2,48.4,49,33.9,38.4,-17.4,2019,NO,SMALL,67.2,0.294456674
691,NO,100.8,106.6,48,51.6,19,18.7,28.6,29.8,34.9,32.8,47.9,52,32.1,33.9,-12.4,2020,NO,MEDIUM,71.7,0.407498866
692,NO,102,107,47.5,53.7,18.8,17.4,30.6,28.1,33.8,35.9,46.4,53.7,33,35.8,-11.9,2018,NO,MEDIUM,71,0.271794122
693,NO,97.8,103.1,50.4,51.6,19.3,16.7,23.7,26.3,23.7,26.7,50,54.7,34,31.5,-12.1,2021,NO,MEDIUM,69.3,0.131838478
694,YES,93.3,97.9,48.5,48,18.6,25.9,23,34.2,25.9,37.8,47.4,48.9,33.3,30.6,-6.6,2020,NO,MEDIUM,63.4,0.425093394
695,YES,99,104,51.1,50.5,18.9,17.4,18.8,28.8,33.9,26.8,52.3,50.6,32.9,33.7,-8.5,2019,NO,MEDIUM,69.3,0.357538281
696,YES,101.6,102.2,50.3,52.2,19,21.5,30,30,30.9,43.3,48.9,51.1,35.2,36.1,-7.2,2017,NO,MEDIUM,68.6,0.364074555
697,YES,100,105.9,48,49.6,19.4,17.5,30.8,28,34.6,27.9,44.8,47.9,37.4,35.2,-10.2,2021,NO,MEDIUM,67.8,0.500194081
698,YES,107.2,96.2,48.9,45.9,18.7,18.3,35.5,30.9,39.9,28.9,47.3,44.9,35.2,31.9,-2.3,2015,NO,LARGE,62.7,0.452187064
699,NO,100,105.4,46,49.9,19,18.3,31.3,30.4,41.5,50.2,45.8,48.3,31.1,34.9,-9.4,2014,NO,MEDIUM,68.4,0.136918603
700,NO,95,107.7,48.1,51.3,22,17.9,22.3,26.4,36.3,32.6,49.2,49.9,31.1,35.5,-15.4,2019,NO,SMALL,65.9,0.241054825
701,YES,112.8,97.6,50.7,48.5,16,20.8,30.1,33.5,28.1,25.1,50.9,49.3,33.7,31.6,0.5,2021,YES,LARGE,69.4,0.588219093
702,YES,102.2,108.7,48.9,52,19,19.9,28.9,29.1,48.1,43.1,47.8,52.6,34.1,33.8,-10,2020,NO,MEDIUM,67.1,0.498592004
703,NO,99.1,105.8,48.9,50.9,18.5,17.1,28.1,28.4,40.2,35.9,47.2,47.3,35.4,37.9,-11.9,2016,NO,MEDIUM,69.3,0.368506928
704,YES,98,98,45.6,44.7,18,17.2,32.6,29.4,26.1,29.7,46,44.3,29.9,30.2,-7,2015,NO,MEDIUM,62,0.587596462
705,YES,94.8,97.5,46,46.1,23.4,22,35.6,27.4,38,40.8,43.5,44.9,34.2,32.1,-7.7,2020,NO,MEDIUM,67.7,0.548694623
706,NO,108.8,101.6,49,49.7,19.7,15.2,28.6,26,41,35.2,47.3,49.5,35.1,33.3,-6,2020,NO,LARGE,70,0.362201667
707,YES,106.8,104.3,52.7,49.9,15.1,17.8,25.5,27.9,36.6,32.1,52,48.7,35.9,34.6,-2.1,2018,NO,MEDIUM,66,0.667973407
708,NO,99.6,106.5,52.7,53.8,16.1,22.1,20.6,32.9,23.1,26.8,52.5,52.2,35.4,37.3,-11.3,2019,NO,MEDIUM,65,0.411988024
709,YES,114.6,92.6,52.3,46.2,19.1,18.3,31.1,25.5,36.7,29.3,49.7,44.2,37.3,32.7,3.8,2020,YES,LARGE,66.2,0.623028811
710,YES,108.1,94.5,49.1,47.2,18.6,18.7,33.5,28.9,36.7,42.1,47.8,45.4,34.2,34.1,-1.5,2014,NO,LARGE,69.1,0.484310398
711,NO,102.6,104.8,49.5,51.6,19.4,18.3,29.3,28.6,39.3,37.1,47.8,50.8,34.4,35.5,-10.3,2019,NO,MEDIUM,74.1,0.373104107
712,NO,98.8,105.6,48.2,50.1,18.8,16.2,24.8,29.3,35.4,31.7,47.3,49.8,33.1,33.8,-12.1,2020,NO,MEDIUM,67.2,0.350759925
713,NO,102.1,110.6,49.5,54.3,17,17.4,28.2,28.8,33.1,33.4,49.8,54.6,32.6,36,-13,2018,NO,SMALL,68.3,0.362642008
714,NO,90.3,101.4,44.8,51.6,21.8,19.9,29.4,31.7,30.9,46.6,43.4,50.7,32,35.5,-15.9,2016,NO,SMALL,64.9,0.091179109
715,NO,98.9,107.4,52.1,51.9,20.1,15.5,22,27.2,29.5,31.8,53.6,51.1,33.3,35.6,-14.6,2017,NO,SMALL,71.4,0.107696965
716,YES,108.5,101.4,50.7,49.5,18.6,17.9,32,29.6,41.6,25.3,49.7,47.9,34.7,34.4,-4.1,2018,NO,LARGE,68.8,0.557402156
717,NO,105.6,103.2,47.4,51.5,19.8,21.5,31.7,35.7,31.7,36.2,48.3,50.4,29.9,36.5,-9.4,2013,NO,MEDIUM,72.8,0.322560686
718,YES,107.3,100.3,54.3,51.4,18.6,20,27.4,28.7,35,31.3,56.8,51.7,32.4,34,-4.9,2019,NO,LARGE,74.8,0.641787954
719,NO,103,113.7,51.2,54.5,16.8,15.7,25.2,32.9,33.8,30.8,49.4,54.7,36.2,35.9,-16.6,2016,NO,SMALL,71.4,0.116144366
720,NO,106.2,106.4,51.7,50.6,19.6,18.4,33.7,31.3,36.9,33.1,49.8,48.3,37.6,36.5,-10.2,2015,NO,MEDIUM,67.4,0.391820867
721,YES,118.1,100,53.5,49.1,16.1,18.9,32.2,31.9,43.8,47.8,51,49.4,38.9,32.4,2.6,2014,YES,LARGE,69.3,0.55390507
722,NO,98.2,108,48.7,52.2,17.4,16.6,21.4,28.9,26.5,22.5,50.7,50.3,30.2,37.3,-13.9,2020,NO,SMALL,67.3,0.393000224
723,NO,92.1,96.6,43.8,46.5,23.1,22.8,33.9,37.2,30.5,37.6,41.5,48,33,29.7,-11.6,2013,NO,MEDIUM,61.1,0.28078102
724,NO,85.4,101.2,42.3,44.4,22.2,19.1,29.3,36,38.1,47,41.6,43.8,29.3,30.5,-16.7,2013,NO,SMALL,67.7,0.209440095
725,NO,99.5,106.3,49.8,53.6,17.2,20.9,23.5,32.3,32.4,36.7,47.8,53,35.2,36.5,-13.6,2019,NO,MEDIUM,68,0.273996797
726,YES,112.6,97,51.9,48.4,18.6,20.3,35.8,33.3,39.5,33.8,52.7,49.2,33,31,2.8,2014,YES,LARGE,69.5,0.566061693
727,YES,109.3,94.5,52.5,48.4,17.3,17.6,28.4,24.3,33.2,30.9,51.7,47.6,35.7,33,0.9,2021,YES,LARGE,66.5,0.480857372
728,NO,83.3,110.2,42.4,50.3,25.5,16,32.4,34.4,31.5,29,42,48.9,30.3,35.8,-21.4,2013,NO,SMALL,70.3,0.02341308
729,NO,105.2,106.1,48.5,53,17.2,18.3,30.3,27.3,40.5,35.2,48.4,51.7,32.6,36.6,-10.2,2018,NO,MEDIUM,67.6,0.259396619
730,YES,99.5,93.7,50.5,45.7,19.5,19.6,25.4,25.1,30.9,28.5,50.6,45,33.5,31.4,-7.3,2020,NO,LARGE,67.8,0.504365803
731,YES,105.4,106.1,56,50.1,17.5,15.9,19.3,26.8,35.1,31.8,52.5,49.2,41,34.7,-6.1,2018,NO,MEDIUM,68.5,0.709464704
732,YES,114.1,96.8,49.3,45.5,16,14.9,33.9,30.2,35.3,34.7,47.3,43.6,35.6,33,1.1,2015,YES,LARGE,64.7,0.46190963
733,NO,100.8,110.6,47.2,51.2,21,15.9,33,32.3,39.1,39.8,43.1,48.8,35.6,38.6,-15.2,2016,NO,SMALL,71.3,0.265919562
734,YES,113.4,99.4,54.5,51.4,14.5,17.9,24.8,26.4,27.8,27,52.6,51.1,38,34.7,0.8,2016,YES,LARGE,66.3,0.613712244
735,YES,108.5,90,49.8,47,17.7,20,30.9,26.9,30.5,26.5,49.3,45.9,33.8,32.6,4.2,2021,YES,LARGE,68.2,0.549651803
736,YES,112.5,91.3,51.5,44.6,17.3,19.6,30.4,32.8,38.3,35.7,48.1,42.2,38.7,33,4.7,2014,YES,LARGE,64.8,0.771848807
737,YES,117.6,95.6,53.7,47.7,16.6,17.4,33.2,26,40.5,28.6,51.5,48.4,39,31,7.9,2017,YES,LARGE,67.1,0.809315811
738,NO,95.9,102.9,48,46.6,20.3,16,29.4,26.5,30.1,28.7,48.3,47.2,31.7,30.4,-12.8,2020,NO,MEDIUM,66.5,0.234834194
739,NO,102.1,102.5,49.1,48.6,17,18.1,26.6,31.5,36,35.6,46.5,46.5,35.9,35.6,-9.3,2013,NO,MEDIUM,68.5,0.391306861
740,NO,96.7,114.7,47.8,48.4,19.8,17.2,34.2,33.7,42.8,37.8,47.6,48.3,32.1,32.4,-13.5,2017,NO,SMALL,69.8,0.456790969
741,YES,101.1,93.6,47.9,46.6,21.6,18.5,30.8,26,34.7,32.7,45.7,46.4,34.1,31.3,-4.5,2021,NO,LARGE,68,0.392170367
742,YES,102.4,98.3,48.5,47.3,20.3,21.8,34.7,33.4,35.3,44.5,47.1,45.8,34.6,33.3,-7.8,2013,NO,LARGE,67,0.534392296
743,YES,101.4,98.7,50.2,45,20.6,15.5,33.3,27.2,38.5,26.9,49.4,45,34.5,30,-3.8,2013,NO,MEDIUM,64.4,0.699381632
744,YES,114,114.8,59.5,56.8,17.2,14.4,21.2,25.4,33.4,32.4,56.6,57.2,42.2,37.4,-6.2,2018,NO,MEDIUM,71,0.48497824
745,YES,118.2,102.5,52.7,49.4,17.6,16.6,35.1,28.5,35.4,26.4,54.7,47.8,32.7,34.5,0.9,2020,YES,LARGE,69.9,0.65487161
746,NO,102,95.5,48,47.9,18.4,21.3,30,31.6,38.4,42,46,46.9,34.5,33.7,-6.4,2015,NO,LARGE,63.5,0.356770542
747,YES,98.2,107.9,48.3,52.6,19.2,19.6,28.1,28,36.4,33.5,44.8,51,37.5,36.7,-11.4,2017,NO,SMALL,67.2,0.494959664
748,NO,106,114,52,56.6,17.3,16.9,25.1,31.8,25.8,31.7,54.2,57.5,33.5,37.1,-10.9,2019,NO,MEDIUM,75.3,0.427147126
749,YES,123,89.9,55.2,44.7,14.7,17.5,30.4,25.4,29.1,26.3,52.5,45.7,39.5,28.9,11.1,2019,YES,LARGE,60.7,0.79324632
750,YES,110.9,93.9,48.3,47,17.9,16.6,35.6,25.7,32.2,23.9,49.6,45.8,30.3,33,3,2020,YES,LARGE,66.3,0.682640531
751,NO,103.4,98.5,46.9,49.2,19.2,18.9,30.8,30.6,34.8,31.8,46.6,45.4,31.8,37.9,-6.7,2018,NO,LARGE,67,0.337703407
752,YES,111.8,105.9,53.5,51.5,15.9,19,28.5,26.9,37.9,34.6,50.5,50.2,38.1,35.7,-4.3,2016,NO,LARGE,65.9,0.685274809
753,YES,102.3,107.4,52.1,48.1,20.7,18,34.3,30.4,42.7,39.4,52.2,46.3,34.5,33.9,-7.6,2015,NO,MEDIUM,65.1,0.324711346
754,YES,98.5,102,47.8,53,21.9,23.8,36.9,26.2,35.9,38.9,49,52.5,30.6,35.8,-11.2,2017,NO,MEDIUM,65.5,0.375925988
755,YES,121.5,93.7,54.6,48,14.6,18.7,32.5,29.4,28.4,22.7,53.4,47.6,37.9,32.6,6.2,2013,YES,LARGE,64.8,0.759818741
756,NO,99.8,105.3,46.5,48.6,18.4,19.8,36.1,34,41.5,44.7,49.5,46.6,26.1,35.6,-10.1,2014,NO,MEDIUM,69.6,0.440314763
757,NO,108.3,111.6,52.7,51.7,21.2,14.2,33.1,29.2,37.6,30.8,51.4,50.5,36.8,36,-11.6,2013,NO,MEDIUM,63.4,0.274629145
758,NO,109.7,108.6,48,52.6,15.1,15.9,32.3,33.9,31.7,37.2,46.8,52.1,33.8,35.9,-10.5,2014,NO,MEDIUM,68.2,0.274517215
759,NO,96.4,106.4,49.1,51.2,23.6,18.1,29.5,29.1,35.8,39.8,47.7,48.1,34.6,37.6,-13,2015,NO,SMALL,63.7,0.214867377
760,NO,105.6,109.7,51.3,51.9,16.1,16.9,29.9,29.6,34.8,38.3,48.3,47.4,37,40.2,-12.7,2014,NO,MEDIUM,67.5,0.281582349
761,NO,99.5,106.2,49.3,50.1,18.2,15.2,25.5,27,32,42.4,46,46.4,37.8,39.1,-11.4,2016,NO,MEDIUM,68.6,0.054482881
762,YES,110.2,94.9,51.7,48.6,17,19,31.6,25,35.1,29.6,52,47.8,34.1,33.2,-1.5,2018,NO,LARGE,70,0.639236628
763,YES,107.3,97.5,56,44.4,18.7,16.6,29.6,25.3,39.6,33.6,53.7,44.7,40.6,28.9,-2.7,2013,NO,LARGE,65.2,0.770732749
764,NO,96,101.8,47,49.6,21.7,22,37,30.6,35.8,39.1,46.8,47.7,31.6,34.8,-11.6,2013,NO,MEDIUM,65.1,0.348199266
765,YES,108.8,107.4,52.7,53.4,17.5,18,28.1,28.2,31.9,38.3,49.4,54.6,38.4,34.2,-9.7,2017,NO,MEDIUM,68,0.4584775
766,NO,90.4,109.4,44.2,48.2,22.7,20.9,34.4,34.1,40.3,46.4,44.4,47.5,29.1,33.1,-18.2,2015,NO,SMALL,60.6,0.290685429
767,YES,110.8,91.4,49.8,45.4,19.4,19.5,34.7,30.8,40.4,33.8,48.8,44.3,34.7,31.7,5.3,2016,YES,LARGE,70.4,0.738119434
768,YES,108.9,96.2,56.5,48,19.6,25,29.7,34.2,32.8,37,56.9,46.7,37.2,33.5,0.1,2013,YES,LARGE,67.4,0.68923394
769,YES,107.2,84.3,48.6,43,15.7,18,32.6,26.9,29.7,25.7,48,42.8,33,28.9,4.6,2013,YES,LARGE,61.9,0.652801078
770,YES,105.3,97.4,50,45.2,18.6,17.9,30.2,30.5,32.3,32.6,48.4,42.8,35.4,33.2,-3.3,2015,NO,LARGE,62.5,0.541505902
771,YES,101.9,104.5,49.3,51,22.1,20.6,38.1,27.5,53.2,52.3,51.1,50.6,30.4,34.6,-6.5,2014,NO,MEDIUM,69.6,0.322747723
772,NO,90.9,109.8,45.4,51.3,21.3,21.7,29.1,31.3,40.2,57.4,44.7,49.5,31.1,36.3,-15.2,2014,NO,SMALL,68.6,0.264357706
773,NO,97.6,114.1,46.5,54,19.6,18.7,30.1,29.2,29.6,45.9,46.9,51,30.5,38.9,-16.4,2020,NO,SMALL,67.7,0.122421924
774,NO,101,106.4,47.1,51,16.7,17.5,31,27,33.7,35.6,44.2,51.1,35.8,33.9,-10.7,2015,NO,MEDIUM,65.9,0.322354839
775,NO,100.7,108.6,51.3,52.7,22.2,16.7,33.3,31.8,34.9,35,50.7,51.6,34.7,36.6,-12.1,2017,NO,SMALL,71.1,0.472608053
776,YES,104.1,96.9,48.1,45.9,16.2,20,25.9,34.3,41,40.4,48,46.2,32.2,30.1,-3,2014,NO,LARGE,64,0.472657078
777,NO,110.2,108.9,54.3,52.6,16.6,21,24.8,33.4,34.7,49.2,51.8,53.4,38.4,33.8,-7.6,2014,NO,MEDIUM,59.4,0.193777201
778,NO,91.5,111.1,46.3,50.9,22.4,16.4,30.6,33.6,39.5,43.2,44.8,51,33.7,33.7,-19.7,2014,NO,SMALL,69.5,0.081853687
779,YES,108.5,101.6,56.3,49.3,16.6,20.3,26.1,27.2,27.9,24.6,59.4,48.2,34.7,34,-1.1,2021,NO,LARGE,71.1,0.83044541
780,NO,100.3,107.4,49.9,49.7,20.8,18.3,31.6,32.2,35.4,43.3,48.2,49,35.2,33.9,-11.6,2015,NO,MEDIUM,68.4,0.326721747
781,YES,109.3,92.3,52.1,47.2,21.4,19.3,31.9,30.2,36.4,30.5,52.8,46.9,33.8,31.7,4.6,2021,YES,LARGE,71.6,0.66617281
782,YES,106.4,101.1,53.7,50.3,16.4,21,23,33.8,35.4,30.9,51.2,51.2,38.1,32.8,-1.3,2019,NO,LARGE,71.3,0.723700817
783,NO,94.8,105.7,46.1,51,20.2,16.9,28.6,31.8,32,23.6,47.9,52.1,28.7,32.6,-7,2021,NO,SMALL,68.2,0.357990743
784,YES,98.8,98,51.6,50.4,20.6,20.3,21.5,23.7,38,27.6,51.9,52.1,34,31.9,-7,2020,NO,MEDIUM,65.4,0.45516937
785,YES,112.5,98.1,49.2,48.1,14.3,19.3,28.5,32.1,33,30,48.6,46.9,33.4,33.8,0,2019,NO,LARGE,68,0.427406072
786,NO,85.7,102.4,43.8,47.3,25,22.6,31.7,33,37.5,41.7,42.5,46.8,31.7,32.6,-12.7,2013,NO,SMALL,69,0.309158547
787,YES,100.7,100.5,47.9,49.9,20.3,20.3,31.6,26.1,36.8,42.2,44.2,48,36.3,35.7,-8.8,2015,NO,MEDIUM,61.4,0.487851033
788,YES,108.1,100.5,56.7,51.5,17.8,20.5,26.3,27.4,25.8,28.7,60.8,51.5,34.8,34.3,-4.7,2021,NO,LARGE,68.2,0.728019328
789,YES,100.5,100.8,47.8,49,18.5,19.9,32.1,27.7,41.7,41.3,44.8,46.4,35.6,35.2,-6.7,2016,NO,MEDIUM,68.6,0.559918497
790,YES,106.8,104,52,47.2,22.2,17.3,39.1,30,40.8,38.4,50.7,46.7,36.8,32.1,-6.4,2016,NO,MEDIUM,71.1,0.564334259
791,YES,114.1,99.2,54.4,46.6,20,18.1,31.9,33.1,42.4,34.4,51.5,44.5,39.6,34,-2.5,2015,NO,LARGE,63.6,0.392747895
792,YES,103.9,101.5,46.6,47.2,12.9,17.1,28.9,29.7,39.2,46.6,46.4,47.6,31.4,30.8,-6.4,2014,NO,MEDIUM,64.1,0.529865757
793,YES,109.3,106,53.4,50,16.5,18,27,32.1,31,33.4,49.3,47.7,39.7,36.1,-5.8,2017,NO,MEDIUM,71.7,0.526167939
794,NO,92.2,104,45.9,51,18.9,17.9,22.9,29.1,32.5,33,45.2,52.2,31.5,32.8,-15.9,2020,NO,SMALL,68.3,0.321759361
795,YES,108.3,104.8,55.8,48.1,18.4,15.3,28.2,27.1,32.3,26,57.4,49.2,35.4,30.7,-4.6,2020,NO,MEDIUM,68,0.694134648
796,NO,95.3,102.8,50.5,47.6,20.6,19,20.6,31.1,36.2,35.1,50.3,47.6,33.9,31.7,-11.7,2017,NO,SMALL,69.1,0.381348616
797,YES,102.5,94.6,48.6,47,15.6,23.6,29,25.4,29.9,27.1,49.4,46.1,31.1,32.4,-2.7,2021,NO,LARGE,67.5,0.732698031
798,YES,107.1,88.6,48.8,44.5,18.2,21.7,31.3,30.8,40.5,35.1,49.5,42.4,31.6,32.4,3.2,2013,YES,LARGE,67.3,0.678983981
799,NO,100.1,100.2,48.2,44.6,18.7,16.7,30.5,27.8,35.6,37.3,44.7,44.1,37.7,30.6,-7.6,2014,NO,MEDIUM,70.3,0.323823738
800,NO,97.7,104.3,47.5,45.8,22.6,17.1,32.9,34.3,35.5,36.4,45.1,46,35.3,30.2,-12.3,2013,NO,MEDIUM,65.5,0.359169217
801,YES,109.5,99.6,50.3,48.2,15.6,20.4,28,30.5,39.6,34.6,51.1,45,32.6,35.9,-1.2,2016,NO,LARGE,69.4,0.500061129
802,NO,108.3,101.8,48.7,50.5,15.5,16,30,29.5,35.1,27.1,47.1,47.3,34.6,37.5,-5,2018,NO,LARGE,71.2,0.371160432
803,YES,107.7,99,52.7,49.6,20.6,20.9,34.5,21.7,31.9,32,53.4,49.7,34.6,32.9,-1.4,2020,NO,LARGE,63.5,0.823491465
804,NO,97.5,110.6,47.1,49.7,18.5,18,32,35.7,31,34.5,47.4,48.4,31.1,34.6,-13.8,2016,NO,SMALL,67.8,0.340846523
805,NO,108.7,99.1,51.7,48.9,18,18.5,29.7,32.9,29.5,36.3,52.6,47.5,33.4,34.3,-6.2,2016,NO,LARGE,70.2,0.348278626
806,YES,105.3,102.6,53.3,47,18.1,19,26.6,23.2,33,33.5,54.4,47.1,34.4,31.2,-3.8,2021,NO,MEDIUM,66.4,0.59670485
807,NO,87.6,115,45,54,24.2,16.6,30,32.5,31.4,29.8,44.8,52.3,30.3,38.4,-23,2018,NO,SMALL,67.5,0.088168194
808,NO,96.2,112.2,44.1,51.8,18.2,18.9,32.8,36.1,33.6,36.6,43.5,48.3,30.2,38.9,-12.6,2014,NO,SMALL,67.9,0.176812946
809,YES,110.8,93.1,51,47.6,19.5,18.3,33.4,28.2,34.3,28.7,49.8,46.6,35.6,33,2.9,2017,YES,LARGE,64.6,0.447574578
810,NO,91.1,102.9,47.2,49.2,23.3,19.9,27.9,30,23,29.9,48,47.7,30.8,34.5,-16.5,2020,NO,SMALL,66.1,0.213254433
811,NO,102.4,108.7,51.2,50.6,17.8,16.6,28.5,30,30,45.3,51.9,49.2,33.4,35.5,-12.1,2015,NO,MEDIUM,64.1,0.216557445
812,NO,97.1,103.2,44.5,54.5,20.8,19.7,34.8,30.6,38.1,38.4,45.1,51.6,28.6,39.4,-13.3,2018,NO,MEDIUM,69.9,0.106430156
813,NO,95.8,110.7,47.6,52.4,17,17.5,26,32.2,32.7,30.1,47.3,50.8,32,37.5,-15.8,2014,NO,SMALL,63,0.069220791
814,NO,87.7,98.1,43.1,43.8,24.3,22.3,34.1,32.6,38.6,42.5,44.6,42.9,26.3,30.6,-13.8,2013,NO,SMALL,70.2,0.313092728
815,NO,90.8,113.3,44.7,53.4,20.4,18,23.4,33.1,29.3,33.2,41.2,52.1,34.8,36.9,-21.8,2020,NO,SMALL,69.6,0.119058312
816,YES,122.1,97,53.1,48.9,15.3,15,29.1,27.4,37.6,33.8,52.1,47.4,36.5,34.1,6,2021,YES,LARGE,66.9,0.65658227
817,YES,102.7,108.9,47.4,50.1,17.8,16.5,35.6,29.5,30,30.9,47.8,49.4,31.2,34.3,-10.1,2020,NO,MEDIUM,66.4,0.550992025
818,YES,106.5,100.4,53,47.6,16.4,20.4,26.9,34,36.4,28.6,49.8,49.2,39.4,29.8,-3.4,2013,NO,LARGE,67.4,0.666512231
819,NO,89,109.4,44.7,51.2,22.7,19.5,28.9,34.7,33.6,36.5,46.2,48.1,28,37.5,-14.9,2019,NO,SMALL,69.9,0.32384789
820,NO,90.5,109.4,45.5,53,19.1,16.6,26.9,28.8,29.6,33.5,44.8,52.2,31.2,36.4,-18.8,2017,NO,SMALL,69.6,0.177815033
821,YES,105.3,104.4,50.5,51.8,16.3,18.1,27.9,29,25.5,27.4,48.1,51.1,36.2,35.3,-6.4,2021,NO,MEDIUM,65.8,0.49416715
822,NO,97.3,99.9,46.9,45.2,19.5,20.9,31.4,30.5,44,45.8,44.6,44.3,34.3,31.2,-12.8,2015,NO,MEDIUM,60.7,0.376869598
823,NO,101.5,97.8,44.2,49.4,18.9,17.5,30.9,27.1,37.1,51.1,44.1,48,29.6,34.4,-7.4,2013,NO,LARGE,65.3,0.254595227
824,YES,90.6,95.7,45.7,45.2,22.7,23.4,29.8,33.2,42.6,41.1,45.4,43.4,30.7,32,-11.5,2013,NO,MEDIUM,66.9,0.514461847
825,NO,93.7,104.5,45.2,48.3,20.2,18.3,27.3,33.9,37.1,42.7,43.2,47.2,32.2,34.3,-18.5,2015,NO,SMALL,62.1,0.198379459
826,YES,100.4,102.1,51,49.6,21,17.7,30.5,26.9,26.5,35.3,49.9,50.7,35.2,31.9,-9,2020,NO,MEDIUM,68.2,0.490650904
827,YES,105.7,104.3,56.4,49.9,17.2,18.9,22.4,24.5,36.8,32.2,57.3,48.3,36.6,35.2,-3.4,2021,NO,MEDIUM,71.8,0.832462982
828,NO,99.2,109.4,43.6,54.4,17.4,18,30.8,28.5,40,39,41.5,51.9,31.8,40.3,-16.8,2015,NO,SMALL,65.4,0.130698156
