Ob,X500.Level,ADJOE,ADJDE,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,X2P_O,X2P_D,X3P_O,X3P_D,WAB,YEAR,NCAA,Power.Rating,Adjusted.Tempo
883,YES,120.9,95.8,50.4,49.9,16.5,23.3,37,30.1,31.3,44.1,48.8,45.4,35.3,38,4.6,2018,YES,LARGE,71.2
884,YES,122.8,95.2,55.3,48.1,15.8,18,31.6,30.2,33.3,34.9,55.4,44.7,36.7,35.4,9.9,2019,YES,LARGE,68.8
885,YES,119,96.6,54.1,49.9,14.5,20.3,29.8,28.6,38.2,35.7,53,48.6,38,34.4,4.5,2014,YES,LARGE,70.2
886,YES,118.1,93.4,49.8,46.5,16.8,16.9,39.7,27.5,41.8,31.5,50.6,44.5,31.9,34.5,0.4,2014,YES,LARGE,63.1
887,YES,111.6,86.2,53.3,41.5,20.3,18.4,33.8,29.3,39.5,32,52.9,39.3,36.4,30.3,7.5,2013,YES,LARGE,67.7
888,YES,112.4,90.8,51.9,45.7,16.7,18.4,31.3,28.4,34.6,28.3,50.6,44,36.2,32.6,6.3,2013,YES,LARGE,63
889,YES,103.4,96.3,51.6,46.9,21,22.1,32.5,32.8,35.2,32.7,52.3,46.9,33.4,31.3,-4,2013,NO,LARGE,69.1
890,YES,116.1,87.7,53.7,43.7,18.7,18.6,32.6,26.4,35.8,23.2,54.9,42.4,34.1,30.5,10.8,2020,YES,LARGE,67.4
891,YES,119.5,93.4,59.7,46.6,18,18.8,26.4,26.6,33.9,30.9,62.3,45.1,37.1,33,6.8,2020,YES,LARGE,67.5
892,YES,115.3,91.9,52.6,45.7,17.8,20.2,34.8,28,35.6,30.9,52.5,46,35.2,29.9,5.1,2020,YES,LARGE,71.7
893,YES,115.1,93.9,52.5,45.1,18,17.4,32,25,32.2,29,50.1,45.1,37.6,30.1,4.3,2020,YES,LARGE,66.9
894,YES,113.8,92.8,54.6,45.2,16.2,21.3,28.2,25.4,28.3,30.6,53,45.3,37.9,30.1,6.7,2020,YES,LARGE,64.7
895,YES,113,93.1,52.8,46.9,15.3,16.1,25,25.5,26.7,26.4,54.1,46.3,33.9,32.3,2.8,2020,YES,LARGE,68.6
896,YES,111.4,91.9,49.5,46.4,15.8,18.6,29.2,27.6,31,31.8,50,45.2,32.5,32.5,3.4,2020,YES,LARGE,70.9
897,YES,117.5,97.4,54.3,47.3,17.5,19.8,32.7,31.1,28.9,29.5,51.4,46.2,39.6,32.6,4.7,2020,YES,LARGE,65.2
898,YES,110.9,92,50.3,46.4,15.4,16.9,24.1,25.9,26.9,25.3,48.3,44.9,35.2,33.1,4.2,2020,YES,LARGE,63.5
899,YES,111.2,92.5,51.9,47,18.9,23.7,33.5,30.2,30.1,34.4,51.5,46.6,35.1,31.7,6.9,2020,YES,LARGE,69.9
900,YES,112.2,93.5,51.4,45.7,18.6,19.5,29.1,30.4,34.8,32.4,52.3,44.4,33.5,32,4.6,2020,YES,LARGE,69.8
901,YES,109.9,91.7,51.8,46.3,19.7,23.1,27.9,29.2,34.5,35.4,50.9,46.2,35.6,31,-0.4,2020,NO,LARGE,67.2
902,YES,109.6,91.6,47.8,47.1,17.4,20.4,34.9,27.2,25.8,31.9,46.7,48.1,33,30.5,-0.6,2020,NO,LARGE,64.3
903,YES,109.3,91.8,47.3,47.4,19.3,21.4,33.7,28.4,35.9,37.4,45.9,47.9,33.2,31.1,0.3,2020,YES,LARGE,68.6
904,YES,112.6,94.7,48.6,46.1,16.7,17.3,31.5,26.6,37.7,24.2,50.1,44.5,31.1,32.5,6.8,2020,YES,LARGE,67.1
905,YES,117.2,99.7,51.6,49.4,17.1,17.6,32,29.5,34.4,26.8,51.3,50.3,34.7,32.1,3.3,2020,YES,LARGE,70.1
906,YES,112.6,95.9,52.1,47.9,17.8,19.2,31.1,27.4,34,33.7,52.2,47.4,34.7,32.6,0.2,2020,YES,LARGE,64.9
907,YES,113.9,97.4,51.6,46.8,18.9,15.1,30,26,39.2,34.9,46.9,46,38.2,32.2,1.2,2020,YES,LARGE,70.8
908,YES,105.2,90.2,47.1,44.4,17.9,20.1,31.7,24.1,33.7,38.4,45.8,43.9,32.8,30.2,1.9,2020,YES,LARGE,69.4
909,YES,108.1,93.3,49.3,47.9,18.3,17.8,32.4,24.5,39.2,32.6,49.5,47.6,32.6,32.2,1.8,2020,YES,LARGE,67.9
910,YES,108.2,93.4,48.2,46.7,16,16.7,23.4,27.4,31.3,19.7,48.6,44.2,31.8,33.6,2.1,2020,YES,LARGE,69.7
911,YES,109.4,94.5,51.8,46.4,18.2,17.5,30.7,22.4,36.3,26.8,53.3,44.9,32.9,32.3,1.2,2020,YES,LARGE,67.5
912,YES,106.4,92.1,49,46.4,19.8,18.6,32.2,27.6,30.9,28.9,50.2,46.7,31.2,30.5,0.3,2020,YES,LARGE,68.1
913,YES,104.2,90.7,53.5,45.6,20.7,22.5,22.1,27.8,31,31.8,52.1,46.3,37.3,29.6,-1.5,2020,NO,LARGE,68.1
914,YES,113.6,99.8,51.5,48.1,20.6,17.1,37,28.3,39.5,31.6,51.9,48.8,33.6,31.2,-0.5,2020,NO,LARGE,66.1
915,YES,106.6,93.8,50.1,46.1,18.8,19.6,34.2,25.2,39.8,36.6,49.7,44.5,34.2,32.4,0,2020,NO,LARGE,67.5
916,YES,107.2,94.7,47.8,46.7,19.4,20.6,29.5,29,35.2,33.1,48,48.3,31.5,29.9,0,2020,NO,LARGE,68.3
917,YES,111.4,99.2,52.2,47.9,19.1,18.1,29.7,31,36.9,35.8,52.1,48.4,34.9,31.2,-3.8,2020,NO,LARGE,74.7
918,YES,105.5,94,48.6,45.2,18.1,21.4,32.1,28.6,36.8,53,49.5,45.7,31,29.6,-2.4,2020,NO,LARGE,72.9
919,YES,108.1,97,51.3,50.2,17.3,18.5,29,24.1,29.4,31.9,52.2,47.7,33.5,37.6,-2.4,2020,NO,LARGE,68.8
920,YES,103.3,92.7,49.9,46.9,20.5,20.8,26.7,32.2,22,35.3,49.7,46.3,33.5,32.2,1,2020,YES,LARGE,65.9
921,YES,113.1,101.7,53.4,49.4,16.5,17.2,24.6,24.8,31.5,32.7,52,49.1,36.8,33.2,-5,2020,NO,LARGE,64.6
922,YES,111.6,100.3,55.3,49.8,20.6,20.7,29.3,27.7,29.4,38.8,54.6,47.8,37.5,35.5,-3.5,2020,NO,LARGE,63
923,YES,109.6,98.6,48.4,50.9,19.5,19.4,34.5,25.4,37.6,35.2,48.4,46.9,32.2,38.3,-1,2020,NO,LARGE,64.9
924,YES,108.5,97.7,53.3,47.2,18.5,20.7,30.2,26.8,29.3,32.6,53.3,47.4,35.5,31.3,-1.7,2020,NO,LARGE,66.4
925,YES,102.2,92.7,49.6,46.7,19.7,21.5,26.3,28,39.8,28.3,50.3,48.2,32.2,29.9,-1,2020,NO,LARGE,65.8
926,NO,108.2,98.3,46.4,49.1,18.1,16,35.3,24.2,33.5,29.2,46.8,48.2,30.4,33.6,-5,2020,NO,LARGE,70.3
927,YES,105.6,96,54.4,45.6,15.2,19.4,23.9,21.3,32,28.6,55.7,45.9,35,30,-0.3,2020,NO,LARGE,61.3
928,YES,106.7,97.3,48.9,46.9,16.6,21.2,29.6,29.8,35.2,39,49.4,46.2,31.8,32.1,-4.8,2020,NO,LARGE,65.2
929,YES,107.9,98.8,51.7,45.9,17.9,18.4,27.4,29.2,35.5,29.1,49.6,45.2,36.2,31.5,-1,2020,NO,LARGE,69.4
930,YES,108.7,100.1,50.9,50.7,20.1,17.9,31.6,30.1,33.6,31.5,54.5,52.1,30.1,32,-4.2,2020,NO,LARGE,70.3
931,YES,105.4,97.1,51.7,44.8,17.2,19,27.6,22.7,31.3,31.5,53.4,42.4,33,32.2,-1.8,2020,NO,LARGE,66.2
932,YES,109.3,101.1,54.7,48.5,15.4,16.8,25,24,25.3,24.9,53.6,50.2,37.4,28.5,-3.7,2020,NO,LARGE,65
933,YES,102.6,95.3,47.9,48.8,20.4,22.2,31.3,30.2,33.3,35.4,48.4,47.9,31.1,33.4,-2.6,2020,NO,LARGE,70.4
934,YES,107.5,100.1,49.7,49.2,19.3,17.4,34,24,34.1,40.6,50.9,48.5,31.9,33.5,-5.9,2020,NO,LARGE,66.8
935,YES,106.9,99.5,54.8,47.8,16,19.5,24.7,26.7,22.9,24.3,56.8,46.7,34.8,33.2,-2.2,2020,NO,LARGE,70.5
936,NO,107.2,100.2,48.8,50.2,17.2,17.6,26,31.9,28.1,22.9,49.5,49.8,31.7,33.9,-3.3,2020,NO,LARGE,68.2
937,NO,103,96.5,48.6,47.7,18.9,19.6,26.4,27.8,36.8,40.7,48.9,49.7,31.9,29.2,-5.5,2020,NO,LARGE,67.9
938,YES,106.6,100.5,49.5,46.4,17.2,17.9,31.5,25.9,32.3,31.2,46.6,45.6,37.1,31.7,-4.1,2020,NO,LARGE,66.9
939,NO,105.4,100,46.9,49.2,15.6,15.8,22,29.3,25.8,28.6,46.9,47.9,31.2,34,-9,2020,NO,LARGE,66.5
940,NO,102.2,97.4,45.8,49.9,17.2,20.9,27.8,26,30.7,32.3,45.5,51.2,30.9,31.5,-5.7,2020,NO,LARGE,70.6
941,NO,104.7,99.8,49.8,49.6,19.7,18.2,31.9,22.7,28.7,33.2,48.1,49,35.4,33.8,-9,2020,NO,LARGE,68
942,YES,105,100.4,51,46.5,16.6,18.9,31.9,29.4,37.8,27.1,49.9,47.3,35.5,30,-3.6,2020,NO,LARGE,72
943,YES,106,101.6,51.9,49.2,14.7,14.6,22.4,19,33.3,26.6,51.2,49.3,35.2,32.7,-3.1,2020,NO,LARGE,65.9
944,NO,99.7,95.7,46,46.4,18.1,18.5,25.9,26.7,33.3,29.5,44.7,46.3,32.2,31,-6.5,2020,NO,LARGE,70.2
945,YES,105.9,102,52.3,48,18.4,19.4,30,30.4,28.9,34.4,53.4,46.7,33.7,33.5,-5.6,2020,NO,LARGE,68.7
946,YES,105.6,102.9,52.8,49,22.1,19.6,30.1,28.7,45.3,34.4,52.9,47.3,35.1,34.5,-3.7,2020,NO,MEDIUM,69.1
947,YES,106.8,104.1,52.5,51.1,17.5,16.9,25.9,24.6,29.2,27.3,51.8,52.7,35.7,32.2,-6.4,2020,NO,MEDIUM,66.9
948,NO,101.7,99.4,46.9,49.9,19.2,17.3,25.1,26.3,36,37,45.5,47,33.5,36.3,-6.1,2020,NO,MEDIUM,65
949,YES,106.3,104.2,48.7,48.7,18.1,15.7,32.4,26.9,34.9,31,46.9,48.5,34.8,32.7,-6.9,2020,NO,MEDIUM,65.1
950,YES,103.6,101.6,51.3,49.1,18.7,18.1,26.6,24.8,29.6,32.8,51.3,48.5,34.2,33.3,-8.2,2020,NO,MEDIUM,68
951,YES,104,102,52,49.1,17.7,18.5,27.3,27,29.6,33.7,52.2,48,34.4,34.3,-2,2020,NO,MEDIUM,73.1
952,YES,104.6,102.8,53.5,51.6,17.9,17.8,25,24.5,25.7,31.8,55.4,52.8,34.3,33.3,-8.1,2020,NO,MEDIUM,65.5
953,YES,106.6,105.4,54.4,49.8,18.6,16.7,23.8,26.8,32.3,29,55.4,48,35.2,35.1,-5.7,2020,NO,MEDIUM,68.1
954,YES,104.4,103.3,47.6,48.9,15.1,16.4,28.1,26.7,28.1,33.5,45.3,48.1,34.3,33.4,-3.9,2020,NO,MEDIUM,70
955,NO,101.4,100.5,46.8,51.5,16,18.7,22.3,33,29,21.8,46.3,52.5,31.8,33.3,-10.4,2020,NO,MEDIUM,73
956,YES,106.9,105.9,51.3,53.1,18.4,20.6,32.9,27.9,37.3,32.5,50.4,52.3,35.3,36.4,-5.9,2020,NO,MEDIUM,67.6
957,YES,98.2,97.3,49.5,49.1,19.4,21,20.6,29.9,33.6,25.3,48.3,49.4,34.1,32.4,-8.7,2020,NO,MEDIUM,64
958,YES,103.6,103.1,53,50.7,19.1,20,34.8,24.1,36.3,41.9,54.1,52,34.4,32.3,-4.9,2020,NO,MEDIUM,71.8
959,YES,108.8,108.4,49.6,52.9,17.7,20.3,35.9,34.3,30.8,32.1,49.2,53.3,33.8,34.6,-8.4,2020,NO,MEDIUM,71.6
960,YES,106.7,106.5,54.6,50.5,19.8,16.5,28.4,25.6,38.4,31.2,54,53,36.8,31.3,-5.3,2020,NO,MEDIUM,71.4
961,NO,102,101.9,49.2,51,18.8,20.3,25.8,30.3,29.9,33.5,49.1,51.7,32.9,33,-7.3,2020,NO,MEDIUM,68.7
962,YES,104.2,104.4,51.1,49.1,16.3,17.7,22.7,29.3,32.3,32.5,50.3,48.7,34.9,33.2,-7.4,2020,NO,MEDIUM,65.8
963,YES,103.5,104.3,53.5,49.5,18.8,14.3,24.6,23.8,30.6,26.5,54,47.4,35.2,35.6,-5.1,2020,NO,MEDIUM,67.6
964,NO,99.2,100.1,48.4,48.5,20.8,20.3,28.9,28.4,33.1,40.1,46.9,50.5,33.6,30,-7.1,2020,NO,MEDIUM,69.1
965,YES,99.9,100.9,48.5,50.5,18.8,20.7,28.7,26.9,26.9,29.3,49.1,50,31.8,34.3,-8.9,2020,NO,MEDIUM,68.5
966,YES,97.1,98.5,45.4,48,19.1,21.7,32.2,25.9,32.1,35.3,44.7,46.8,31.6,34.2,-9.1,2020,NO,MEDIUM,63.6
967,YES,106.7,108.4,51.5,50.9,17.5,19.2,32.7,29.5,32.6,27.6,50.3,51.2,36,33.6,-5.6,2020,NO,MEDIUM,68.8
968,YES,100.7,103.1,51.6,49.7,17.9,19.9,26.7,29.3,28.6,36.7,51.9,50.5,34,31.9,-10.1,2020,NO,MEDIUM,68.6
969,YES,104.7,107.3,52.6,50.1,16.4,16.3,30.4,26.6,32.5,34.3,52.4,50.8,35.2,32.9,-6,2020,NO,MEDIUM,64.1
970,YES,98.4,101.8,47.1,49.5,17.6,22.4,25.5,28.8,35.6,41.7,45.4,48.1,33.4,34.4,-8.2,2020,NO,MEDIUM,72.6
971,YES,96.5,99.9,44.9,49.7,21.2,19.7,32.8,26.4,32.4,29.3,44.5,49.4,30.4,33.5,-6.5,2020,NO,MEDIUM,69.3
972,YES,100.9,104.7,45.3,48.7,13.6,18.8,26.8,27.9,34.8,41.7,44.3,49.4,31.2,31.6,-9.9,2020,NO,MEDIUM,69.8
973,YES,100.8,104.8,49.1,47.6,20.4,15.7,36.1,28.2,34.8,23.6,49.2,46.3,32.7,33.3,-8.7,2020,NO,MEDIUM,68.8
974,YES,95.6,99.5,47.7,46.3,20.7,18.4,28.4,27.3,33.3,27.4,45.9,43.3,33.5,33.6,-7.2,2020,NO,MEDIUM,69.7
975,YES,102.1,106.5,51.8,49.4,18.1,17.6,27.4,30,34.8,31.4,50,49.2,36.4,33.1,-10.9,2020,NO,MEDIUM,66.1
976,NO,101.6,106.1,48.4,51.9,16.4,17.8,25.1,28.1,26.9,37,47,50.6,33.6,35.8,-12.6,2020,NO,MEDIUM,67.1
977,YES,105.1,110,50.8,51.4,16.2,18.2,25.8,31.6,31.6,33,48.8,50.8,36.6,34.9,-9.9,2020,NO,MEDIUM,73.8
978,YES,98.4,103.3,50.5,49.1,17.4,21.4,28.2,28.9,29.4,33.9,50.3,46.9,33.8,35.8,-10.5,2020,NO,MEDIUM,69.1
979,YES,96.3,101.2,49,48.3,20.6,15.9,22.4,25,38.4,30.8,49.8,48.4,31.5,32.1,-9.6,2020,NO,MEDIUM,67.4
980,NO,94,98.8,45.9,50.1,20.2,17.9,24.8,27.6,31.4,31.9,45.9,51.1,30.6,31.9,-13.3,2020,NO,MEDIUM,70.4
981,NO,99.1,104.6,49,50.1,19.4,15.7,23,26.7,32.8,31.1,49.6,50.4,32.1,33,-12,2020,NO,MEDIUM,66.5
982,NO,101.5,107.2,51,49.4,20.5,18.7,25.1,31.7,33.7,34.2,51.8,46,33.3,36.3,-12.9,2020,NO,MEDIUM,68.5
983,NO,99.1,104.7,48.1,49.3,19.9,17.7,28.5,30.3,37.4,26.2,50.6,49.5,29.4,32.8,-13,2020,NO,MEDIUM,66
984,YES,99.8,105.4,52.1,48.9,17.8,14.3,23.4,27.2,23.8,22.1,53.4,49.8,33.6,31.6,-7.6,2020,NO,MEDIUM,66.8
985,YES,97,102.5,47.9,48.7,20.3,19.7,31.6,25.3,34.5,48.8,48.3,49.1,31.3,31.8,-10.4,2020,NO,MEDIUM,66.6
986,YES,101.7,107.8,49.7,53.5,17.1,18.5,26.8,26.3,31.3,28,48.1,52.8,35.3,36.4,-9,2020,NO,MEDIUM,66.3
987,NO,89.1,94.8,45,47.2,18.9,21,21.4,26.3,27,33.1,43.1,48.8,31.8,30.3,-15.3,2020,NO,MEDIUM,64.5
988,NO,96.4,103,47.7,48.3,20.5,16.8,25.6,30.5,32.2,34,46.3,48.8,33.7,31.7,-13.8,2020,NO,MEDIUM,64.8
989,NO,96.9,104,47.9,47,20.5,16.5,31,28.2,31,29.9,48,47.4,31.9,30.9,-12.6,2020,NO,MEDIUM,70.4
990,NO,95.4,102.9,47.8,51.3,22.1,17.6,26.7,26.4,23.5,33,49.1,52.3,29.9,33.5,-14.4,2020,NO,SMALL,67
991,NO,93.3,100.7,45.2,48.6,18.2,22.8,26.6,29.7,35.6,43.6,47.6,47.7,26.3,33.8,-12,2020,NO,SMALL,68.7
992,NO,95.1,102.8,49.3,51.5,19,19.8,24.4,26.6,28.4,38.3,47.8,52.9,34.3,32.4,-14,2020,NO,SMALL,69.5
993,YES,94.3,102.1,46.8,47.2,18.4,16.3,28.2,21.4,25.8,39.1,44.8,47,33,31.6,-10.8,2020,NO,SMALL,68.6
994,NO,96.1,104.2,49.2,47.8,19.8,17,23.7,27.9,34.1,34.5,51.4,47.2,30.2,32.6,-14.3,2020,NO,SMALL,70.4
995,YES,99,107.5,52.9,51.6,16.9,17,20.2,25.9,25.7,23.9,55,50.4,32.8,35.6,-11.3,2020,NO,SMALL,69.5
996,NO,96.4,105.3,48.7,52.1,20.7,19.5,31.1,25.4,29.1,28.4,49.6,54.3,31.5,32.5,-14,2020,NO,SMALL,68
997,NO,97.4,106.4,51.4,50,19,18.7,21.6,31.2,33.4,28.5,51.4,50.3,34.2,33.1,-13,2020,NO,SMALL,72.7
998,NO,100.3,110,48.2,52.7,17.2,15.9,25.8,26,37.2,29.3,48.1,51.8,32.3,35.9,-15.8,2020,NO,SMALL,72.5
999,NO,96.9,106.4,48.6,52.8,18.4,17.2,19.9,25.6,32.4,33.3,49.2,52.5,31.9,35.6,-16,2020,NO,SMALL,67.8
1000,NO,97.3,107.3,48.5,52.4,23,17.8,28.8,28.9,39.9,34.8,49.8,49.9,31.2,37.8,-13.6,2020,NO,SMALL,73.4
1001,NO,101.8,112.4,51.1,52.5,18.5,18,26.5,31.7,29.8,31.9,49.7,52.8,35.7,34.7,-14.5,2020,NO,SMALL,68.5
1002,NO,95.7,105.8,46.1,52.3,15.9,16.3,20.1,25.1,22.5,25.7,46.9,53.9,29.8,33.3,-17.4,2020,NO,SMALL,69.2
1003,NO,97.5,107.9,49.7,52.5,19.9,17,25.6,26.8,26.1,32.4,49.4,53.7,33.7,33.9,-15.4,2020,NO,SMALL,68.3
1004,NO,95.2,105.5,47.7,50.1,18.5,18.2,22.8,26.7,37.6,35.4,47.3,49.5,32.2,34.2,-14,2020,NO,SMALL,69.1
1005,YES,94,104.4,50.5,48.5,22.6,22.8,28.5,32.9,35.8,33.7,52.9,50.1,30.9,30.7,-8.4,2020,NO,SMALL,66.2
1006,NO,100.8,112,50,53.8,20.3,16.2,29.2,28.6,35.8,26,49.4,55.5,34.1,32.9,-16.6,2020,NO,SMALL,67.1
1007,YES,99.1,110.6,52.5,56.9,16.4,22.5,23,29.4,35.2,38.3,52.2,57.2,35.3,37.4,-12.5,2020,NO,SMALL,70.9
1008,YES,94.5,105.6,46.4,48.3,20.1,20.4,29.6,30.9,37.4,38.8,45.9,51.6,31.7,28,-10,2020,NO,SMALL,72.9
1009,NO,104.9,117.2,50.2,53.6,15.7,15.1,27.4,31,41,38.1,50.8,53.4,32.4,36,-14,2020,NO,SMALL,70.6
1010,NO,94.8,107.1,45.4,51.5,21.2,21.6,31.2,31.7,38.7,41.2,46.2,54.6,28.4,30.6,-10,2020,NO,SMALL,68.9
1011,NO,89.3,101.5,43.1,48.3,21.3,19.4,30.2,26.3,35.9,31.1,43.4,45.9,28.4,35,-15.4,2020,NO,SMALL,63.1
1012,NO,98.9,112.5,49.7,52.8,15.8,20.7,17.7,35.8,24.4,27.6,46.2,52.4,37.2,35.6,-14.6,2020,NO,SMALL,65.9
1013,NO,98.5,113,48,55.8,20.8,18.2,28.3,33.6,34.9,24.5,46.8,54.8,33.6,38,-16.1,2020,NO,SMALL,72.6
1014,YES,96.8,112.6,47.3,51.4,20.6,18,27.7,28.2,31.1,37.1,44.7,51.6,34.2,34,-11.1,2020,NO,SMALL,69.9
1015,YES,91.8,106.9,45.9,47.4,22.6,18.8,33.8,29,40.8,49.3,47.7,47.9,27.9,31.1,-12.6,2020,NO,SMALL,69.8
1016,NO,93.1,108.6,46.9,51.2,19.8,18.3,27.5,29.7,30.1,40.6,47.1,52,31,33.4,-18.1,2020,NO,SMALL,68.9
1017,NO,103.5,121.3,50.3,58.1,21.4,16.7,32.1,32.1,38,36.7,48.3,58.4,36.4,38.4,-18.1,2020,NO,SMALL,76.1
1018,NO,104.5,122.7,50.9,58.4,18.5,16.9,30.4,34.4,32.5,28.2,51.4,58.1,33.3,39.2,-15,2020,NO,SMALL,68.6
1019,NO,98.9,116.7,47.9,54.4,18.8,17.1,28.7,33.5,32.2,29.5,46.2,53,33.7,37.8,-19.3,2020,NO,SMALL,70.6
1020,NO,98.9,117.1,47.9,53.3,17.7,14.2,25.7,31.6,22.5,30.3,47.2,54.2,32.4,34.6,-14.9,2020,NO,SMALL,68.5
1021,NO,95.2,112.9,47,54.7,19.7,18.6,25.9,28.9,34.3,34.6,46.4,54.4,32.1,36.9,-19.2,2020,NO,SMALL,67.4
1022,NO,96.1,114.6,46.7,53,20.5,17.6,30.3,28.2,39.7,38.9,48.4,54.6,28.5,33.4,-14.4,2020,NO,SMALL,66.9
1023,NO,86.8,108.6,42.4,51.3,18.8,18.2,24.9,26.9,32.7,35.2,42.6,52.7,28.1,32.4,-17.6,2020,NO,SMALL,68.1
1024,NO,85.6,120.4,45.5,57.5,26.5,16,20.6,32,42.2,42.5,45.4,55.3,30.4,40.6,-20,2020,NO,SMALL,69.2
1025,YES,118.1,91.1,54.9,44.9,16.3,15.1,29.4,24.8,28.9,24.5,53.3,42.3,38.7,33.5,7.2,2021,YES,LARGE,66.9
1026,YES,111,88.1,51.3,45.3,18.6,21.1,31.5,29.8,28.6,31.9,50.1,46.4,35.1,28.8,6.8,2021,YES,LARGE,73.9
1027,YES,117.8,94,54.4,46.5,20.1,19.6,35.4,31.4,32.7,36.3,52.1,44.2,39,33.3,2.5,2021,YES,LARGE,70.4
1028,YES,114.6,93.9,56.1,47.9,15.4,15.2,23.1,22.6,22,24.6,55.3,46.1,38.1,34,3.4,2021,YES,LARGE,59.9
1029,YES,114.4,94.3,55.7,46.9,15.8,17.8,24.8,28.2,26.9,25.7,56.3,46.1,36.7,32.1,3.5,2021,YES,LARGE,69.1
1030,YES,112.3,92.2,49.7,47.9,16.2,23.8,33.8,29.7,39.3,36.4,48.7,44.8,34.7,35.1,0.9,2021,YES,LARGE,65.7
1031,YES,112,92,52.1,45.4,18.1,17.4,35.7,27.3,37.5,24.8,52.1,42.2,34.8,34.2,3.6,2021,YES,LARGE,67.2
1032,YES,114.6,92.8,49.5,46.2,17.6,19.6,36.9,29.8,29.6,36.9,49,45.6,33.6,31.6,2.1,2021,YES,LARGE,65.7
1033,YES,105.9,91.9,50.4,48.7,19.5,21.6,26.6,26.6,23.6,29.6,49.2,47.5,34.6,33.7,2.9,2021,YES,LARGE,64.4
1034,YES,113.1,98.2,54.4,50.1,16.8,20.3,28.3,27.2,26.8,27.1,52.9,49.9,37.9,33.6,3,2021,YES,LARGE,67.2
1035,YES,119.3,99.8,52.8,48.5,16.1,18.4,31.5,32.8,33.9,29.1,53,51.3,35,30,2.4,2021,YES,LARGE,70.4
1036,YES,111.1,92.9,50.5,45.5,16.9,19.5,33.6,28.4,27.8,28.3,49.3,45.1,35.4,30.6,2.1,2021,YES,LARGE,64.7
1037,YES,111.3,90.4,49.4,47.9,13.5,17.8,23.7,25.1,26.9,28.5,46.3,47.1,36,33,2.2,2021,YES,LARGE,65
1038,YES,113,94.8,53.9,52.2,15.9,22.7,24.8,29.7,29,28.9,54.8,50.7,34.9,36.7,1.9,2021,YES,LARGE,67.7
1039,YES,106.7,91.9,50.2,47.7,16.4,18.9,27.4,29.1,27.7,33.2,51.9,47.4,31.1,32.1,1.9,2021,YES,LARGE,67.8
1040,YES,110,93,52.6,48.5,16.8,16.9,20.9,24.8,32.6,25.6,52.8,46.4,34.9,34.3,0.2,2021,YES,LARGE,65.4
1041,YES,105.2,90,49.8,45.6,19.7,19.7,35.3,21.3,29.4,26.1,49.6,42.9,33.6,33,-1.1,2021,NO,LARGE,69
1042,YES,111.8,101.6,54.5,48.4,15.2,18.8,31.6,24.9,25.2,29.7,54.4,49.7,36.6,30.8,1.5,2021,YES,LARGE,66.7
1043,YES,108.5,93.2,49.6,48,21.7,16.2,32.4,27.3,30.3,25.9,46.1,47.4,36.6,32.6,-1,2021,NO,LARGE,69.5
1044,YES,107.9,97.6,53,47.7,16.5,20.8,28.2,24.5,35.5,28,53.4,46.6,34.8,33.4,-0.2,2021,NO,LARGE,65.8
1045,YES,111.9,100.7,55.8,51.1,17,20,28.7,27.4,29.6,30.2,56.4,51.6,36.6,33.7,-2,2021,NO,LARGE,69.3
1046,YES,102.3,97.5,48.2,48.1,15.6,21,32.4,25.9,23.8,36.4,50.3,48.3,30,31.9,-3.5,2021,NO,LARGE,68.3
1047,YES,109.1,101.5,57.4,48,15.6,17.3,23.1,22.4,25.5,29.6,56.8,47.8,38.8,32.2,-1.7,2021,NO,LARGE,63.4
1048,YES,101.8,94.7,52.9,45.4,19.4,26.7,30.6,27.9,34,42.5,50.8,46.3,37.7,29.1,-1.1,2021,NO,LARGE,70
1049,YES,101.1,99.5,51.2,45.6,22.4,19.6,33.4,26.1,36.1,46.3,49.9,45.8,35.5,30.1,-3.2,2021,NO,MEDIUM,68.5
1050,YES,107,107.1,53.6,50.4,15.7,18.2,23.2,33,27.8,33.1,49.7,49,38.8,35.6,-5.1,2021,NO,MEDIUM,71.4
1051,YES,107.9,105,54.3,49.6,19.6,16.4,29.4,24.3,28.5,27.2,53.5,50.4,37.2,32.1,-4.5,2021,NO,MEDIUM,64.4
1052,YES,95.7,100.6,48.7,45.5,20.1,16.3,31.7,24.6,29.7,24.6,47.7,45.6,33.7,30.1,-7.2,2021,NO,MEDIUM,62.2
1053,YES,97.3,103.5,48.3,46.5,21.4,19.2,32.9,25.7,38.9,33.8,51,45.2,27.7,32.4,-4.5,2021,NO,MEDIUM,71.8
1054,NO,86.5,112.2,44.8,55.6,23.8,22.7,26.1,33.9,27.9,35.7,43,56.4,31.9,36.1,-14.7,2021,NO,SMALL,72.7
1055,NO,85.2,101.7,45.1,48.7,25,20.7,23.3,30.3,27.2,30.9,43.4,50.2,31.5,30.9,-5.7,2021,NO,SMALL,65.8
1056,NO,87.5,99.8,41.4,51.5,20.8,19.2,19.2,30.4,27.5,27.8,42.2,52.8,26.9,33.4,-8.2,2021,NO,SMALL,63.5
1057,NO,91.1,115.5,45.7,54.7,22.3,18.7,26.3,32.3,29.8,45.5,45,55.6,31.1,35.5,-13.7,2021,NO,SMALL,73.4
1058,NO,97.9,105.3,52.6,50.2,22.3,17.6,24.1,29.9,26.8,38.4,49.5,52.9,37.8,29.1,-4.5,2021,NO,MEDIUM,67
